transaction_id,customer_id,amount,merchant_category,hour,day_of_week,country,device_type,card_age_days,velocity,is_international,is_weekend,is_night,is_new_card,is_fraud
8545,1509,30.15,Grocery,2,5,US,desktop,278.0,2,0,1,1,0,0
8578,4977,160.61,Grocery,22,1,DE,mobile,282.4,0,0,0,0,0,1
8584,1261,38.5,Health,11,3,CA,mobile,157.2,2,0,0,0,0,0
8589,3071,126.96,Health,15,1,DE,tablet,142.0,1,0,0,0,0,0
8734,2901,41.88,Retail,11,4,NG,mobile,280.7,0,0,0,0,0,0
8768,2886,389.83,Retail,6,4,AU,mobile,99.0,1,0,0,0,0,0
8816,2502,41.81,Grocery,9,4,GB,mobile,188.6,1,0,0,0,0,0
8820,1653,220.6,Health,8,3,US,desktop,313.6,5,0,0,0,0,0
8825,3856,105.25,Retail,17,2,FR,mobile,109.6,1,0,0,0,0,0
8839,3710,99.3,Grocery,14,3,BR,tablet,80.4,1,0,0,0,0,0
8847,1959,317.58,Grocery,9,1,GB,mobile,244.6,2,0,0,0,0,0
8854,1746,426.66,Grocery,17,0,GB,mobile,353.9,0,0,0,0,0,0
8855,3275,146.2,Retail,15,4,AU,mobile,611.6,1,0,0,0,0,0
8865,4202,40.76,Grocery,8,1,JP,mobile,39.4,1,0,0,0,0,0
8869,3984,123.91,Grocery,5,6,US,desktop,161.8,0,0,1,1,0,0
8904,4894,480.86,Grocery,9,4,GB,mobile,86.5,2,0,0,0,0,0
8906,3613,646.09,Grocery,23,6,US,desktop,36.3,2,0,1,1,0,0
8928,4877,13.99,Grocery,10,2,DE,mobile,413.0,2,0,0,0,0,0
8929,3664,26.38,Retail,17,0,JP,tablet,204.0,2,0,0,0,0,0
8960,4880,109.22,Grocery,9,0,NG,mobile,137.2,0,0,0,0,0,0
8972,2120,73.0,Grocery,18,3,FR,mobile,172.3,1,0,0,0,0,0
8987,3983,20.48,Retail,10,0,US,desktop,231.5,3,0,0,0,0,0
9021,4007,232.19,Grocery,13,0,CA,tablet,240.1,1,0,0,0,0,0
9023,4112,44.48,Grocery,17,3,CA,mobile,112.0,1,0,0,0,0,0
9030,1457,145.18,Grocery,9,1,GB,mobile,353.6,0,0,0,0,0,0
9051,1121,20.28,Retail,15,4,DE,mobile,234.4,1,0,0,0,0,0
9093,3820,147.87,Utilities,9,2,CA,mobile,31.8,2,0,0,0,0,0
9126,2096,164.96,Grocery,14,1,BR,tablet,61.2,1,0,0,0,0,0
9139,4687,80.49,Retail,4,5,US,desktop,112.6,1,0,1,1,0,0
9140,3303,44.0,Retail,5,6,US,desktop,69.0,1,0,1,1,0,0
9157,4334,126.33,Health,19,4,AU,mobile,1379.0,2,0,0,0,0,0
9158,2956,98.07,Health,13,1,CA,mobile,519.1,2,0,0,0,0,0
9159,3361,10.47,Retail,6,1,AU,tablet,48.3,0,0,0,0,0,0
9178,3575,98.49,Health,6,0,US,desktop,33.2,3,0,0,0,0,0
9179,1737,95.64,Grocery,19,2,BR,tablet,58.8,2,0,0,0,0,0
9182,1941,170.07,Health,10,3,AU,tablet,42.8,0,0,0,0,0,0
9256,2323,37.38,Grocery,11,1,US,desktop,157.3,4,0,0,0,0,0
9262,2091,33.36,Retail,13,3,US,desktop,82.0,3,0,0,0,0,0
9299,4395,216.12,Retail,1,6,US,desktop,247.3,1,0,1,1,0,1
9317,4974,47.04,Grocery,12,3,DE,mobile,49.3,1,0,0,0,0,0
9324,4665,132.42,Health,15,4,US,desktop,90.4,3,0,0,0,0,0
9339,3773,179.14,Grocery,7,2,DE,tablet,203.3,2,0,0,0,0,0
9346,1139,63.16,Retail,9,2,AU,mobile,173.0,1,0,0,0,0,0
9355,2635,66.25,Utilities,12,3,NG,mobile,86.7,0,0,0,0,0,0
9382,2886,248.82,Retail,16,2,GB,mobile,719.3,0,0,0,0,0,0
9424,1983,44.78,Grocery,19,4,JP,mobile,54.1,2,0,0,0,0,0
9430,3267,95.92,Retail,22,2,CA,mobile,177.5,1,0,0,0,0,0
9447,4866,30.57,Grocery,7,0,AU,mobile,88.6,1,0,0,0,0,0
9463,2611,272.92,Retail,17,1,DE,mobile,260.5,1,0,0,0,0,1
9477,2388,144.86,Health,18,4,BR,mobile,52.2,1,0,0,0,0,0
9480,3553,37.67,Retail,13,2,US,desktop,59.9,3,0,0,0,0,0
9483,1070,866.18,Utilities,8,1,JP,mobile,221.6,2,0,0,0,0,0
9492,1145,96.93,Grocery,20,3,CA,tablet,286.2,1,0,0,0,0,0
9504,3119,69.54,Grocery,7,0,AU,tablet,762.3,2,0,0,0,0,0
9529,1646,236.31,Health,7,0,GB,mobile,252.7,1,0,0,0,0,1
9546,1017,246.47,Utilities,16,1,CA,tablet,277.5,0,0,0,0,0,0
9548,2786,110.06,Grocery,15,4,DE,mobile,464.9,1,0,0,0,0,0
9568,3341,114.23,Retail,8,3,CA,tablet,154.9,2,0,0,0,0,0
9581,2816,229.28,Grocery,19,2,CA,mobile,277.7,1,0,0,0,0,0
9601,3266,671.5,Grocery,21,2,US,desktop,54.8,3,0,0,0,0,0
9617,2831,84.27,Retail,7,4,DE,tablet,113.8,1,0,0,0,0,0
9620,3316,162.92,Grocery,20,3,CA,mobile,82.5,0,0,0,0,0,1
9629,3638,27.18,Grocery,22,1,DE,tablet,80.5,0,0,0,0,0,0
9634,1945,82.03,Grocery,7,4,FR,tablet,157.6,1,0,0,0,0,0
9647,2502,94.35,Health,15,4,GB,mobile,310.1,1,0,0,0,0,0
9681,1061,496.25,Retail,11,4,GB,mobile,58.1,0,0,0,0,0,0
9715,3749,201.5,Grocery,16,0,AU,mobile,257.5,1,0,0,0,0,0
9755,3298,112.33,Grocery,9,2,CA,tablet,42.0,1,0,0,0,0,0
9774,1436,186.58,Health,8,3,AU,tablet,46.3,1,0,0,0,0,0
9791,1802,61.23,Retail,17,2,US,desktop,33.6,3,0,0,0,0,0
9836,3671,61.28,Utilities,8,1,NG,mobile,86.3,2,0,0,0,0,1
9837,3345,182.64,Health,21,3,JP,tablet,316.4,2,0,0,0,0,0
9856,2939,181.22,Utilities,19,0,DE,mobile,107.0,2,0,0,0,0,0
9880,1751,19.16,Grocery,16,2,US,desktop,172.7,4,0,0,0,0,0
9904,3967,686.13,Retail,7,4,CA,tablet,195.2,0,0,0,0,0,0
9949,4674,200.41,Grocery,10,1,BR,mobile,73.5,1,0,0,0,0,0
9959,2208,215.84,Health,20,4,GB,mobile,290.7,2,0,0,0,0,0
9961,1428,77.3,Grocery,15,3,FR,mobile,515.5,1,0,0,0,0,0
9967,4198,397.11,Retail,3,6,US,desktop,173.7,0,0,1,1,0,1
9991,2272,60.62,Retail,14,2,DE,mobile,284.2,2,0,0,0,0,0
9996,2884,114.04,Health,22,3,FR,mobile,54.9,1,0,0,0,0,1
